iteration,reward_mean,length_mean,games,loss
133500,-0.88,2.12,8,0.29523465037345886
134000,-0.9,2.1,10,0.26727190613746643
134500,-1.0,2.0,9,0.26786357164382935
135000,-1.0,2.0,9,0.2774607539176941
135500,-1.0,2.0,10,0.2564268708229065
136000,-0.91,2.09,11,0.29120659828186035
136500,-1.0,2.0,8,0.2875126004219055
137000,-1.0,2.0,11,0.2635573148727417
137500,-0.91,2.09,11,0.2847817838191986
138000,-1.0,2.0,8,0.2671510577201843
138500,-0.75,2.25,8,0.26256656646728516
139000,-1.0,2.0,10,0.285909503698349
139500,-1.0,2.0,8,0.26924318075180054
140000,-1.0,2.0,10,0.2409105896949768
140500,-1.0,2.0,10,0.2595912218093872
141000,-1.0,2.0,8,0.2598755955696106
141500,-0.88,2.12,8,0.2843579649925232
142000,-1.0,2.0,10,0.2597058415412903
142500,-1.0,2.0,8,0.28876516222953796
143000,-1.0,2.0,8,0.2541602849960327
143500,-1.0,2.0,11,0.2665271461009979
144000,-1.0,2.0,10,0.2680882215499878
144500,-1.0,2.0,8,0.27713853120803833
145000,-0.75,2.25,8,0.2815946638584137
145500,-1.0,2.0,9,0.2653123438358307
146000,-1.0,2.0,8,0.2835141122341156
146500,-1.0,2.0,8,0.25770631432533264
147000,-1.0,2.0,9,0.2914620041847229
147500,-0.88,2.12,8,0.27751317620277405
148000,-1.0,2.0,10,0.26790329813957214
148500,-1.0,2.0,9,0.29911574721336365
149000,-0.82,2.18,11,0.25217321515083313
149500,-1.0,2.0,9,0.29948073625564575
150000,-1.0,2.0,10,0.29168346524238586
150500,-1.0,2.0,12,0.2642911374568939
151000,-1.0,2.0,8,0.2533348500728607
151500,-0.9,2.1,10,0.27033719420433044
152000,-0.89,2.11,9,0.263542503118515
152500,-1.0,2.0,10,0.2638002634048462
153000,-1.0,2.0,10,0.29862669110298157
153500,-1.0,2.0,9,0.2720493972301483
154000,-1.0,2.0,9,0.2421279102563858
154500,-1.0,2.0,9,0.2798976004123688
155000,-1.0,2.0,8,0.2732717990875244
155500,-1.0,2.0,11,0.27612951397895813
156000,-0.89,2.11,9,0.27686893939971924
156500,-1.0,2.0,9,0.27942800521850586
157000,-1.0,2.0,9,0.2726392447948456
157500,-0.88,2.12,8,0.2709096670150757
158000,-1.0,2.0,8,0.2756298780441284
158500,-1.0,2.0,8,0.2846304178237915
159000,-1.0,2.0,8,0.2599372863769531
159500,-0.91,2.09,11,0.2605954706668854
160000,-1.0,2.0,10,0.279153048992157
160500,-0.91,2.09,11,0.2559398114681244
161000,-1.0,2.0,11,0.26178446412086487
161500,-1.0,2.0,8,0.2847004234790802
162000,-0.91,2.09,11,0.27500119805336
162500,-1.0,2.0,8,0.28646087646484375
163000,-0.8,2.2,10,0.26473793387413025
163500,-0.89,2.11,9,0.25856253504753113
164000,-1.0,2.0,8,0.2666049301624298
164500,-1.0,2.0,9,0.2558024823665619
165000,-1.0,2.0,9,0.26946935057640076
165500,-1.0,2.0,10,0.27790388464927673
166000,-1.0,2.0,9,0.2806679308414459
166500,-1.0,2.0,9,0.27528637647628784
167000,-1.0,2.0,8,0.2838890552520752
167500,-1.0,2.0,12,0.2880662977695465
168000,-1.0,2.0,8,0.26643967628479004
168500,-1.0,2.0,8,0.27003663778305054
169000,-1.0,2.0,8,0.2618280351161957
169500,-1.0,2.0,8,0.2646562457084656
170000,-1.0,2.0,8,0.27981820702552795
170500,-1.0,2.0,8,0.2796125113964081
171000,-1.0,2.0,10,0.2622108459472656
171500,-1.0,2.0,9,0.28930795192718506
172000,-1.0,2.0,10,0.26174893975257874
172500,-1.0,2.0,9,0.274811714887619
173000,-0.89,2.11,9,0.26753413677215576
173500,-1.0,2.0,9,0.26630303263664246
174000,-1.0,2.0,10,0.2562623620033264
174500,-1.0,2.0,11,0.2605532109737396
175000,-1.0,2.0,9,0.27474018931388855
175500,-1.0,2.0,8,0.3071933388710022
176000,-1.0,2.0,8,0.26526206731796265
176500,-1.0,2.0,10,0.25968021154403687
177000,-1.0,2.0,9,0.2647745609283447
177500,-0.88,2.12,8,0.26352164149284363
178000,-0.88,2.12,8,0.28608888387680054
178500,-1.0,2.0,9,0.2624908685684204
179000,-0.92,2.08,12,0.2810167670249939
179500,-1.0,2.0,9,0.2804301381111145
180000,-0.89,2.11,9,0.28165629506111145
180500,-1.0,2.0,8,0.29094594717025757
181000,-1.0,2.0,9,0.27499887347221375
181500,-0.89,2.11,9,0.28781336545944214
182000,-0.88,2.12,8,0.26531898975372314
182500,-0.82,2.18,11,0.25627219676971436
183000,-0.88,2.12,8,0.25668343901634216
183500,-1.0,2.0,10,0.2528931200504303
184000,-1.0,2.0,9,0.26971855759620667
184500,-1.0,2.0,8,0.2965031862258911
185000,-1.0,2.0,8,0.28835245966911316
185500,-0.9,2.1,10,0.26621705293655396
186000,-1.0,2.0,9,0.2664336860179901
186500,-1.0,2.0,9,0.2734595537185669
187000,-1.0,2.0,11,0.2821199297904968
187500,-0.9,2.1,10,0.2760266661643982
188000,-1.0,2.0,8,0.25320371985435486
188500,-1.0,2.0,10,0.29131343960762024
189000,-1.0,2.0,8,0.28675225377082825
189500,-1.0,2.0,8,0.28913718461990356
190000,-1.0,2.0,8,0.2779902517795563
190500,-1.0,2.0,10,0.27682456374168396
191000,-1.0,2.0,10,0.27665913105010986
191500,-1.0,2.0,8,0.2899746596813202
192000,-1.0,2.0,9,0.2711978554725647
192500,-0.91,2.09,11,0.2769254148006439
193000,-1.0,2.0,8,0.2967352569103241
193500,-1.0,2.0,9,0.23991547524929047
194000,-1.0,2.0,9,0.2824728488922119
194500,-1.0,2.0,8,0.2672748863697052
195000,-1.0,2.0,8,0.27186495065689087
195500,-1.0,2.0,8,0.2878428101539612
196000,-0.89,2.11,9,0.26402395963668823
196500,-1.0,2.0,9,0.26890331506729126
197000,-1.0,2.0,8,0.26430901885032654
197500,-1.0,2.0,8,0.26583391427993774
198000,-1.0,2.0,9,0.2767972946166992
198500,-1.0,2.0,9,0.2778528928756714
199000,-1.0,2.0,10,0.2735387682914734
199500,-0.88,2.12,8,0.2893061935901642
200000,-1.0,2.0,8,0.26629137992858887
